# GL Journal Export - 2026-01-13
# Source of Truth: Dutchie POS API (/reporting/transactions)
# Generated: 2026-01-15T00:28:50.850Z
# NOTE: Verify branch codes and account mappings match your accounting system.
# Branch codes in this export are derived from Dutchie location names.
#
Branch	Dutchie Store Name	Account	Description	Subaccount	Ref. Number	Quantity	UOM	Debit Amount	Credit Amount
FLD-MELBOU	Mint Melbourne	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		1,325.76	0.00
FLD-MELBOU	Mint Melbourne	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	1,325.76
AZV-EBA	Mint Scottsdale	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	34,967.53
AZV-EBA	Mint Scottsdale	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		12,777.45	0.00
AZV-EBA	Mint Scottsdale	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-EBA	Mint Scottsdale	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-EBA	Mint Scottsdale	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	4,838.97
AZV-EBA	Mint Scottsdale	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		25,896.58	0.00
AZV-EBA	Mint Scottsdale	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-EBA	Mint Scottsdale	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		0.00	1,132.47
AZV-EBA	Mint Scottsdale	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		14,084.45	0.00
AZV-EBA	Mint Scottsdale	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	14,084.45
ILD-WILLOW	Mint Willowbrook	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	9,589.19
ILD-WILLOW	Mint Willowbrook	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		3,016.58	0.00
ILD-WILLOW	Mint Willowbrook	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
ILD-WILLOW	Mint Willowbrook	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		0.00	0.00
ILD-WILLOW	Mint Willowbrook	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	1,803.66
ILD-WILLOW	Mint Willowbrook	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		6,982.67	0.00
ILD-WILLOW	Mint Willowbrook	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		0.00	0.00
ILD-WILLOW	Mint Willowbrook	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		0.00	1,393.60
ILD-WILLOW	Mint Willowbrook	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		4,735.03	0.00
ILD-WILLOW	Mint Willowbrook	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	4,735.03
FLD-BRANDO	Mint Brandon	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	3,465.00
FLD-BRANDO	Mint Brandon	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		1,916.30	0.00
FLD-BRANDO	Mint Brandon	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-BRANDO	Mint Brandon	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-BRANDO	Mint Brandon	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-BRANDO	Mint Brandon	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		635.95	0.00
FLD-BRANDO	Mint Brandon	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		870.00	0.00
FLD-BRANDO	Mint Brandon	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		0.00	42.75
FLD-BRANDO	Mint Brandon	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		751.22	0.00
FLD-BRANDO	Mint Brandon	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	751.22
MID-COLDWA	Mint Coldwater	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	8,046.21
MID-COLDWA	Mint Coldwater	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		2,018.26	0.00
MID-COLDWA	Mint Coldwater	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
MID-COLDWA	Mint Coldwater	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		294.78	0.00
MID-COLDWA	Mint Coldwater	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	997.69
MID-COLDWA	Mint Coldwater	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		7,025.64	0.00
MID-COLDWA	Mint Coldwater	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		0.00	0.00
MID-COLDWA	Mint Coldwater	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		294.78	0.00
MID-COLDWA	Mint Coldwater	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		3,708.57	0.00
MID-COLDWA	Mint Coldwater	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	3,708.57
FLD-GAINES	Mint Gainesville	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	3,087.00
FLD-GAINES	Mint Gainesville	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		1,747.95	0.00
FLD-GAINES	Mint Gainesville	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-GAINES	Mint Gainesville	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-GAINES	Mint Gainesville	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-GAINES	Mint Gainesville	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		529.05	0.00
FLD-GAINES	Mint Gainesville	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		690.00	0.00
FLD-GAINES	Mint Gainesville	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		0.00	120.00
FLD-GAINES	Mint Gainesville	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		740.36	0.00
FLD-GAINES	Mint Gainesville	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	740.36
AZV-GTL	Mint Northern Phoenix	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	26,274.00
AZV-GTL	Mint Northern Phoenix	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		9,935.58	0.00
AZV-GTL	Mint Northern Phoenix	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-GTL	Mint Northern Phoenix	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-GTL	Mint Northern Phoenix	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	3,911.86
AZV-GTL	Mint Northern Phoenix	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		19,601.07	0.00
AZV-GTL	Mint Northern Phoenix	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-GTL	Mint Northern Phoenix	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		0.00	649.21
AZV-GTL	Mint Northern Phoenix	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		8,355.55	0.00
AZV-GTL	Mint Northern Phoenix	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	8,355.55
FLD-STAUGU	Mint St. Augustine	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	7,796.00
FLD-STAUGU	Mint St. Augustine	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		3,876.06	0.00
FLD-STAUGU	Mint St. Augustine	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-STAUGU	Mint St. Augustine	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-STAUGU	Mint St. Augustine	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-STAUGU	Mint St. Augustine	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		1,479.94	0.00
FLD-STAUGU	Mint St. Augustine	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		2,440.00	0.00
FLD-STAUGU	Mint St. Augustine	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		0.00	0.00
FLD-STAUGU	Mint St. Augustine	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		1,901.67	0.00
FLD-STAUGU	Mint St. Augustine	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	1,901.67
MID-MONROE	Mint Monroe	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	9,825.70
MID-MONROE	Mint Monroe	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		2,294.49	0.00
MID-MONROE	Mint Monroe	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
MID-MONROE	Mint Monroe	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		317.25	0.00
MID-MONROE	Mint Monroe	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	1,249.72
MID-MONROE	Mint Monroe	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		8,669.86	0.00
MID-MONROE	Mint Monroe	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		0.00	0.00
MID-MONROE	Mint Monroe	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		206.18	0.00
MID-MONROE	Mint Monroe	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		4,369.49	0.00
MID-MONROE	Mint Monroe	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	4,369.49
MID-NB	Mint New Buffalo	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	5,507.87
MID-NB	Mint New Buffalo	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		1,187.77	0.00
MID-NB	Mint New Buffalo	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
MID-NB	Mint New Buffalo	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		73.65	0.00
MID-NB	Mint New Buffalo	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	715.82
MID-NB	Mint New Buffalo	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		5,018.26	0.00
MID-NB	Mint New Buffalo	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		0.00	0.00
MID-NB	Mint New Buffalo	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		55.99	0.00
MID-NB	Mint New Buffalo	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		2,658.34	0.00
MID-NB	Mint New Buffalo	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	2,658.34
AZV-SWT	Mint Tempe	40001	Retail Income: Retail Sales	00-00	2026-01-13 DS	1.00		0.00	63,414.35
AZV-SWT	Mint Tempe	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-13 DS	1.00		21,548.92	0.00
AZV-SWT	Mint Tempe	40003	Retail Income: Sales Return	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-SWT	Mint Tempe	40004	Loyalty Discounts	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-SWT	Mint Tempe	23500	Taxes Payable - Sales & Use	00-00	2026-01-13 DS	1.00		0.00	10,949.35
AZV-SWT	Mint Tempe	10000	Cash on Hand	00-00	2026-01-13 DS	1.00		48,304.17	0.00
AZV-SWT	Mint Tempe	11010	Debit Card Receivable	00-00	2026-01-13 DS	1.00		0.00	0.00
AZV-SWT	Mint Tempe	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-13 DS	1.00		0.00	4,510.61
AZV-SWT	Mint Tempe	50000	Retail - Consumable Products for Resale	00-00	2026-01-13 DS	1.00		29,206.74	0.00
AZV-SWT	Mint Tempe	12250	Inventory - Finished Goods	00-00	2026-01-13 DS	1.00		0.00	29,206.74
