# GL Journal Export - 2026-01-17
# Source of Truth: Dutchie POS API (/reporting/transactions)
# Generated: 2026-01-19T18:58:17.526Z
# Time basis: Local store time (per-store timezone conversion)
# NOTE: Verify branch codes and account mappings match your accounting system.
#
Branch,Account,Account Description,Subaccount,Ref. Number,Debit Amount,Credit Amount,Description
FLD-MIAMI,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,667.87,2026-01-17 DS - Mint Miami: Daily Sales
FLD-O10615,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"5,138.99",2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"2,707.19",0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,10000,Cash on Hand,00-00,2026-01-17 DS,"1,028.80",0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,11010,Debit Card Receivable,00-00,2026-01-17 DS,"1,360.00",0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,43.00,0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,944.20,0.00,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-O10615,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,944.20,2026-01-17 DS - Mint Orlando : Daily Sales
FLD-SARASO,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"2,394.00",2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"1,261.70",0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,10000,Cash on Hand,00-00,2026-01-17 DS,892.30,0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,11010,Debit Card Receivable,00-00,2026-01-17 DS,240.00,0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,610.87,0.00,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-SARASO,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,610.87,2026-01-17 DS - Mint Sarasota: Daily Sales
FLD-STAUGU,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"9,499.00",2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"5,102.60",0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,10000,Cash on Hand,00-00,2026-01-17 DS,"2,420.90",0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,11010,Debit Card Receivable,00-00,2026-01-17 DS,"1,750.00",0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,225.50,0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"1,563.80",0.00,2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STAUGU,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"1,563.80",2026-01-17 DS - Mint St. Augustine: Daily Sales
FLD-STUART,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"3,796.00",2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"1,886.40",0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,10000,Cash on Hand,00-00,2026-01-17 DS,"1,289.60",0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,11010,Debit Card Receivable,00-00,2026-01-17 DS,620.00,0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"1,490.94",0.00,2026-01-17 DS - Mint Stuart: Daily Sales
FLD-STUART,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"1,490.94",2026-01-17 DS - Mint Stuart: Daily Sales
ILD-WILLOW,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"11,534.98",2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"3,424.93",0.00,2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"2,203.84",2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,10000,Cash on Hand,00-00,2026-01-17 DS,"9,241.89",0.00,2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,"1,072.00",0.00,2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"5,782.00",0.00,2026-01-17 DS - Mint Willowbrook: Daily Sales
ILD-WILLOW,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"5,782.00",2026-01-17 DS - Mint Willowbrook: Daily Sales
MID-COLDWA,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"26,058.39",2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"6,480.96",0.00,2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,40004,Loyalty Discounts,20-00,2026-01-17 DS,530.75,0.00,2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"3,241.10",2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,10000,Cash on Hand,00-00,2026-01-17 DS,"22,637.78",0.00,2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,0.00,350.00,2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"12,314.38",0.00,2026-01-17 DS - Mint Coldwater: Daily Sales
MID-COLDWA,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"12,314.38",2026-01-17 DS - Mint Coldwater: Daily Sales
MID-KALAMA,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"6,110.14",2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"1,791.34",0.00,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,40004,Loyalty Discounts,20-00,2026-01-17 DS,131.34,0.00,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,716.69,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,10000,Cash on Hand,00-00,2026-01-17 DS,"4,639.20",0.00,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,264.95,0.00,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"2,676.95",0.00,2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-KALAMA,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"2,676.95",2026-01-17 DS - Mint Kalamazoo: Daily Sales
MID-MONROE,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"20,208.31",2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"4,649.10",0.00,2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,40004,Loyalty Discounts,20-00,2026-01-17 DS,377.20,0.00,2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"2,581.45",2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,10000,Cash on Hand,00-00,2026-01-17 DS,"17,983.64",0.00,2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,0.00,220.18,2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"9,330.02",0.00,2026-01-17 DS - Mint Monroe: Daily Sales
MID-MONROE,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"9,330.02",2026-01-17 DS - Mint Monroe: Daily Sales
MID-NB,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"17,128.05",2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"4,380.54",0.00,2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,40004,Loyalty Discounts,20-00,2026-01-17 DS,269.74,0.00,2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"2,104.51",2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,10000,Cash on Hand,00-00,2026-01-17 DS,"14,074.69",0.00,2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,507.59,0.00,2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"7,956.22",0.00,2026-01-17 DS - Mint New Buffalo: Daily Sales
MID-NB,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"7,956.22",2026-01-17 DS - Mint New Buffalo: Daily Sales
MI-GB2,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"15,741.04",2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"4,542.52",0.00,2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,40004,Loyalty Discounts,20-00,2026-01-17 DS,345.60,0.00,2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"1,844.55",2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,10000,Cash on Hand,00-00,2026-01-17 DS,"12,466.07",0.00,2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,231.40,0.00,2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"7,438.06",0.00,2026-01-17 DS - Mint Portage: Daily Sales
MI-GB2,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"7,438.06",2026-01-17 DS - Mint Portage: Daily Sales
MID-ROSE,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"12,027.04",2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"3,262.01",0.00,2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,40004,Loyalty Discounts,20-00,2026-01-17 DS,358.09,0.00,2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"1,452.41",2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,10000,Cash on Hand,00-00,2026-01-17 DS,"9,733.00",0.00,2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,126.35,0.00,2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"5,687.50",0.00,2026-01-17 DS - Mint Roseville: Daily Sales
MID-ROSE,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"5,687.50",2026-01-17 DS - Mint Roseville: Daily Sales
MOD-MO4,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"33,781.75",2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"11,358.75",0.00,2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"3,659.89",2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,10000,Cash on Hand,00-00,2026-01-17 DS,"23,952.31",0.00,2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,"2,130.58",0.00,2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"16,250.57",0.00,2026-01-17 DS - Mint St. Peters: Daily Sales
MOD-MO4,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"16,250.57",2026-01-17 DS - Mint St. Peters: Daily Sales
NVD-PARA,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"24,797.74",2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"7,579.98",0.00,2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,"3,121.37",2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,10000,Cash on Hand,00-00,2026-01-17 DS,"20,026.15",0.00,2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,312.98,0.00,2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"8,891.08",0.00,2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-PARA,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"8,891.08",2026-01-17 DS - Mint Las Vegas Strip : Daily Sales
NVD-RAIN,40001,Retail Income: Retail Sales,20-00,2026-01-17 DS,0.00,"4,685.56",2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,40002,Retail Income: Retail: Discounts and Coupons,20-00,2026-01-17 DS,"1,577.48",0.00,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,40003,Retail Income: Sales Return,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,40004,Loyalty Discounts,20-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,23500,Taxes Payable - Sales & Use,00-00,2026-01-17 DS,0.00,568.58,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,10000,Cash on Hand,00-00,2026-01-17 DS,"3,377.97",0.00,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,11010,Debit Card Receivable,00-00,2026-01-17 DS,0.00,0.00,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,70260,Overage/Shortage: Cash Ledger Adj,20-00,2026-01-17 DS,298.69,0.00,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,50000,Retail - Consumable Products for Resale,20-00,2026-01-17 DS,"1,916.75",0.00,2026-01-17 DS - Mint Spring Valley: Daily Sales
NVD-RAIN,12250,Inventory - Finished Goods,00-00,2026-01-17 DS,0.00,"1,916.75",2026-01-17 DS - Mint Spring Valley: Daily Sales
